Código	Nome da Propriedade	Código SIGEF/SNCI	Município	Área_ha	Codigo Único	Lat	Lon
ANC0001	FAZENDA FENIX	9510309409095	Angical	992,6	9510309409095C	-11,875844	-44,536054
ANC0002	FAZENDA ATOLEIRO	3010190026660	Angical	3250,7	3010190026660B	-11,897495	-44,568251
ANC0003	FAZENDA SANTA BARBARA - GLEBA 02	3010190071967	Angical	801,6	3010190071967	-11,901987	-44,515837
ANC0004	FAZENDA ARCADA DO RIO  GRANDE	9510309409095	Angical	801,4	9510309409095D	-11,908236	-44,535331
ANC0005	FAZENDA ATOLEIRO	9510483108240	Angical	127,7	9510483108240	-11,914403	-44,595764
ANC0006	FAZENDA CASTELO II	9500332023204	Angical	104,0	9500332023204	-11,918190	-44,544981
ANC0007	FAZENDA MONTEIRO	9500680189612	Angical	112,6	9500680189612A	-11,922253	-44,492687
ANC0008	FAZENDA CASTELO	0000602176894	Angical	334,2	0000602176894A	-11,923335	-44,549119
ANC0009	FAZENDA MONTEIRO	9500680189612	Angical	125,1	9500680189612B	-11,924204	-44,481191
ANC0010	FAZENDA ARCADA DO RIO  GRANDE	9510309409095	Angical	300,3	9510309409095E	-11,925005	-44,519625
ANC0011	SITIO NOVA VISTA	9511100149238	Angical	84,8	9511100149238	-11,928289	-44,487507
ANC0012	FAZENDA SANTA LUZIA	9511025538240	Angical	109,0	9511025538240	-11,932084	-44,539594
ANC0013	FAZENDA BRAUNINHA	9511100143205	Angical	106,2	9511100143205	-11,933286	-44,495077
ANC0014	FAZENDA SAMPAIO	9511100145917	Angical	42,1	9511100145917	-11,935690	-44,489013
ANC0015	FAZENDA SANTA BARBARA	9500680189701	Angical	53,1	9500680189701	-11,936351	-44,482271
ANC0016	FAZENDA ATOLEIRO III	9510801206507	Angical	150,6	9510801206507	-11,936908	-44,602287
ANC0017	FAZENDA PORTO VELHO I	9511026108010	Angical	103,6	9511026108010A	-11,939606	-44,588319
ANC0018	FAZENDA CASTELO	0000602176894	Angical	184,0	0000602176894B	-11,940514	-44,557385
ANC0019	FAZENDA ATOLEIRO IV	9510802504579	Angical	150,9	9510802504579	-11,941772	-44,607808
ANC0020	FAZENDA BELA VISTA	9501149563336	Angical	97,7	9501149563336	-11,942068	-44,493004
ANC0021	FAZENDA PORTO VELHO I	9511026108010	Angical	30,2	9511026108010B	-11,942110	-44,595558
ANC0022	FAZENDA VÁRZEA MIMOSA	9502110674234	Angical	44,5	9502110674234	-11,942132	-44,480503
ANC0023	FAZENDA SÃO JOÃO	3010190094827	Angical	109,7	3010190094827	-11,943277	-44,567707
ANC0024	FAZENDA BAIXA DO JATOBÁ	9510993295095	Angical	157,2	9510993295095	-11,948283	-44,544443
ANC0025	FAZENDA ATOLEIRO V	9510804843770	Angical	100,6	9510804843770	-11,949940	-44,616194
ANC0026	FAZENDA SÃO JORGE	9501220691677	Angical	45,5	9501220691677	-11,951442	-44,469567
ANC0027	FAZENDA POÇO DA BARRIGUDA	9510134295385	Angical	276,1	9510134295385	-11,952179	-44,594815
ANC0028	FAZENDA ATOLEIRO	3010190026660	Angical	227,3	3010190026660C	-11,952360	-44,630825
ANC0029	FAZENDA 5 SALTOS	9501494974870	Angical	204,7	9501494974870	-11,954976	-44,459675
ANC0030	FAZENDA REAL	9502037716861	Angical	453,6	9502037716861	-11,956245	-44,512854
ANC0031	FAZENDA POÇO DO CAVADOR	9510302584401	Angical	171,0	9510302584401A	-11,958781	-44,609508
ANC0032	FAZENDA ATOLEIRO	3010190026660	Angical	330,9	3010190026660D	-11,958878	-44,643109
ANC0033	FAZENDA ATOLEIRO VII	9510728556774	Angical	244,2	9510728556774	-11,960374	-44,652477
ANC0034	FAZENDA PROGRESSO	9500682006205	Angical	1193,5	9500682006205	-11,960812	-44,688405
ANC0035	FAZENDA ATOLEIRO VI	9510728666871	Angical	244,2	9510728666871	-11,961262	-44,659212
ANC0036	FAZENDA POÇO DO CAVADOR	9510302584401	Angical	85,5	9510302584401B	-11,961341	-44,615869
ANC0037	FAZENDA ATOLEIRO	3010190026660	Angical	407,2	3010190026660E	-11,961444	-44,667573
ANC0038	FAZENDA MURICI	9511299386101	Angical	100,6	9511299386101	-11,962038	-44,543896
ANC0039	FAZENDA POÇO COMPRIDO	3010190054280	Angical	1102,0	3010190054280	-11,963050	-44,563554
ANC0040	FAZENDA VENEZA	9501303778642	Angical	119,3	9501303778642	-11,963569	-44,463394
ANC0041	FAZENDA BARRIGUDA	9501060504077	Angical	63,0	9501060504077A	-11,965542	-44,494239
ANC0042	FAZENDA VARZEA DA BARAÚNA	9999115340646	Angical	298,1	9999115340646	-11,966230	-44,624857
ANC0043	FAZENDA SÃO JOÃO	9510304397897	Angical	130,0	9510304397897A	-11,966696	-44,515731
ANC0044	FAZENDA TOCA  DO BLAND II	9511108274953	Angical	16,1	9511108274953	-11,968488	-44,604792
ANC0045	FAZENDA VITÓRIA	9510995608716	Angical	116,0	9510995608716A	-11,969340	-44,471158
ANC0046	FAZENDA BARRIGUDA	9501060504077	Angical	50,6	9501060504077B	-11,969558	-44,494535
ANC0047	FAZENDA MURICI	9999033653514	Angical	120,6	9999033653514	-11,970203	-44,546626
ANC0048	FAZENDA SÃO JOÃO VII	9999976341074	Angical	130,3	9999976341074	-11,970470	-44,515558
ANC0049	FAZENDA CAMPO ALEGRE	9501303776607	Angical	53,5	9501303776607	-11,970755	-44,459012
ANC0050	FAZENDA POÇO DO CORREIO	9511108176862	Angical	55,5	9511108176862	-11,971455	-44,608535
ANC0051	FAZENDA PARAISO DE SÃO SEBASTIÃO	9999893362975	Angical	58,5	9999893362975A	-11,972188	-44,875077
ANC0052	FAZENDA SÃO JOÃO	9501653024578	Angical	39,1	9501653024578A	-11,972976	-44,505473
ANC0053	FAZENDA SÃO SEBASTIÃO PORTO RICO V	9511530493102	Angical	53,9	9511530493102	-11,973629	-44,861576
ANC0054	FAZENDA POÇO DE BARAÚNAS	9501736782016	Angical	268,1	9501736782016A	-11,973640	-44,640197
ANC0055	FAZENDA TOCA BLAND	9511108269879	Angical	10,2	9511108269879A	-11,974617	-44,620837
ANC0056	FAZENDA VITÓRIA	9510995608716	Angical	245,9	9510995608716B	-11,974678	-44,482199
ANC0057	FAZENDA SÃO JOÃO	9501653024578	Angical	91,1	9501653024578B	-11,974863	-44,519941
ANC0058	FAZENDA SÃO JOÃO	9999703516521	Angical	70,3	9999703516521	-11,975790	-44,432888
ANC0059	FAZENDA TOCA BLAND	9511108269879	Angical	116,9	9511108269879B	-11,975801	-44,615630
ANC0060	FAZENDA PARAISO DE SÃO SEBASTIÃO	9999893362975	Angical	143,2	9999893362975B	-11,977338	-44,865767
ANC0061	FAZENDA SÃO SEBASTIÃO / PARTE 1                                               NATUREZA DA ÁREA:                      PARTICULAR	9510998590443	Angical	10,7	9510998590443	-11,977519	-44,875995
ANC0062	FAZENDA LAGOINHA	3010190040905	Angical	15,4	3010190040905A	-11,979538	-44,587457
ANC0063	FAZENDA MURICI	9511292817271	Angical	120,6	9511292817271	-11,979766	-44,544153
ANC0064	FAZENDA ATOLEIRO	3010190022249	Angical	420,4	3010190022249	-11,980472	-44,692948
ANC0065	FAZENDA TIMBO	3010190101114	Angical	51,8	3010190101114	-11,981296	-44,453049
ANC0066	FAZENDA 5 A	9501307487146	Angical	689,3	9501307487146	-11,982762	-44,733460
ANC0067	FAZENDA BOA SORTE	3010190024535	Angical	19,8	3010190024535A	-11,983062	-44,444355
ANC0068	FAZENDA CAIÇARA	9502032148849	Angical	185,3	9502032148849A	-11,983084	-44,658098
ANC0069	FAZENDA POÇO DO APRÍGIO	9500844335941	Angical	412,5	9500844335941	-11,983705	-44,493503
ANC0070	FAZENDA SÃO SEBASTIÃO	9500255262071	Angical	117,6	9500255262071	-11,983954	-44,868623
ANC0071	FAZENDA LAGOINHA	3010190040905	Angical	512,4	3010190040905B	-11,984087	-44,577601
ANC0072	FAZENDA SÃO FRANCISCO	9511530498678	Angical	135,7	9511530498678A	-11,985097	-44,856744
ANC0073	FAZENDA ALVORADA	3010190070561	Angical	39,7	3010190070561	-11,985417	-44,474765
ANC0074	FAZENDA ESPERANÇA	9501903495857	Angical	123,1	9501903495857	-11,986378	-44,609219
ANC0075	FAZENDA POÇO DE BARAÚNAS	9501736782016	Angical	214,5	9501736782016B	-11,986436	-44,638804
ANC0076	FAZENDA NOVA VIDA	9510210171321	Angical	38,2	9510210171321A	-11,986565	-44,432571
ANC0077	FAZENDA TERINO DE OLIVEIRA	9999465371528	Angical	473,0	9999465371528	-11,986726	-44,601136
ANC0078	FAZENDA POÇO DO CORREIO	9501813023689	Angical	102,6	9501813023689	-11,986824	-44,624447
ANC0079	FAZENDA ESPERANÇA II	9999033685718	Angical	39,8	9999033685718	-11,987103	-44,614213
ANC0080	FAZENDA SÃO JOÃO II	9510304397897	Angical	33,6	9510304397897B	-11,987165	-44,519095
ANC0081	FAZENDA BOA SORTE	3010190024535	Angical	171,9	3010190024535B	-11,987719	-44,443586
ANC0082	FAZENDA SÃO SEBASTIÃO / PARTE 1                                               NATUREZA DA ÁREA:                      PARTICULAR	9999893362975	Angical	146,9	9999893362975C	-11,987856	-44,873415
ANC0083	FAZENDA ATOLEIRO LOTE 10	9501735023081	Angical	121,8	9501735023081	-11,988310	-44,746574
ANC0084	FAZENDA MURICI	9511374391850	Angical	120,6	9511374391850	-11,989174	-44,545344
ANC0085	FAZENDA CAIÇARA	9502032148849	Angical	121,2	9502032148849B	-11,989584	-44,653186
ANC0086	FAZENDA SÃO SEBASTIÃO	9501653750392	Angical	148,8	9501653750392A	-11,989746	-44,850829
ANC0087	FAZENDA SOPHIA	9500250220397	Angical	244,9	9500250220397	-11,989869	-44,557669
ANC0088	FAZENDA SÃO SEBASTIÃO	9511530498678	Angical	14,9	9511530498678B	-11,990485	-44,875066
ANC0089	FAZENDA SÃO SEBASTIÃO	9511530498678	Angical	15,2	9511530498678C	-11,991132	-44,875638
ANC0090	FAZENDA NOVA VIDA	9510210171321	Angical	26,0	9510210171321B	-11,991175	-44,433255
ANC0091	FAZENDA TIMBÓ	9999117049892	Angical	50,0	9999117049892	-11,991446	-44,455379
ANC0092	FAZENDA BAIXA DA EMBURANA	9501149346661	Angical	107,2	9501149346661	-11,993425	-44,746791
ANC0093	FAZENDA MORENA I	9501653750554	Angical	195,2	9501653750554	-11,995058	-44,843645
ANC0094	FAZENDA CANUDOS	9501221224673	Angical	38,1	9501221224673	-11,996237	-44,416846
ANC0095	FAZENDA BAIXA DA GALINHA	9501146448200	Angical	64,4	9501146448200	-11,997485	-44,553399
ANC0096	FAZENDA BAHIA	9500250430529	Angical	242,2	9500250430529	-11,998108	-44,872273
ANC0097	FAZENDA SÃO SEBASTIÃO	9501653750392	Angical	169,4	9501653750392B	-11,998773	-44,859784
ANC0098	FAZENDA ALTO DA SANTA CRUZ	9510994182855	Angical	72,1	9510994182855	-11,999136	-44,678415
ANC0099	FAZENDA SANTA TEREZINHA	3010190109956	Angical	22,9	3010190109956A	-11,999295	-44,465642
ANC0100	FAZENDA SANTA TEREZINHA	3010190109956	Angical	116,2	3010190109956B	-11,999794	-44,471077
ANC0101	FAZENDA MAMONA DE SÃO SEBASTIÃO	9510483282355	Angical	100,1	9510483282355	-12,000273	-44,831660
ANC0102	FAZENDA JUAZEIRO	9500928306408	Angical	100,1	9500928306408	-12,000705	-44,544451
ANC0103	FAZENDA SÃO JOSÉ	3010190050374	Angical	410,4	3010190050374	-12,000733	-44,515195
ANC0104	FAZENDA BOA VISTA	9999206693932	Angical	65,6	9999206693932	-12,001484	-44,718990
ANC0105	FAZENDA MORENA I	9501651507970	Angical	85,9	9501651507970	-12,002049	-44,839957
ANC0106	FAZENDA NOVA ESPERANÇA	9510305493202	Angical	73,4	9510305493202A	-12,002616	-44,714375
ANC0107	FAZENDA NOVA ESPERANÇA	9510305493202	Angical	31,0	9510305493202B	-12,003056	-44,709925
ANC0108	FAZENDA BELA SOMBRA	9501304642957	Angical	123,2	9501304642957	-12,003180	-44,536644
ANC0109	FAZENDA VENTURA	3010190082497	Angical	112,8	3010190082497	-12,004516	-44,655729
ANC0110	FAZENDA SÃO SEBASTIÃO PORTO RICO	9511530326974	Angical	52,1	9511530326974	-12,004914	-44,852011
ANC0111	FAZENDA ALTO DE SANTA CRUZ	9510210095633	Angical	19,5	9510210095633	-12,005388	-44,676310
ANC0112	FAZENDA POÇO DO CORREIO	9511459807737	Angical	1093,2	9511459807737	-12,005545	-44,622900
ANC0113	FAZENDA BEIRA SERRA	3010190066610	Angical	142,5	3010190066610	-12,007001	-44,581263
ANC0114	FAZENDA MORENA	9510483364327	Angical	47,0	9510483364327	-12,007003	-44,836322
ANC0115	FAZENDA ALEGRE	9510990145599	Angical	85,6	9510990145599	-12,007203	-44,724259
ANC0116	FAZENDA SANTA MARIA	9500330414400	Angical	702,6	9500330414400	-12,008902	-44,594441
ANC0117	FAZENDA ESPLANADA	9502203423860	Angical	234,0	9502203423860	-12,009035	-44,477070
ANC0118	FAZENDA SANTO ANTONIO	9502116634846	Angical	10,7	9502116634846A	-12,010300	-44,449274
ANC0119	FAZENDA JUAZEIRO	9511452694252	Angical	101,7	9511452694252	-12,010323	-44,577688
ANC0120	FAZENDA HELOÍSA	9511530160472	Angical	40,4	9511530160472	-12,010520	-44,833904
ANC0121	SÍTIO NATÁLIA	9501659100586	Angical	37,3	9501659100586	-12,010836	-44,717981
ANC0122	FAZENDA ANTENSE	9502203273442	Angical	43,3	9502203273442	-12,011697	-44,483870
ANC0123	FAZENDA SANTO ANTONIO	9502116634846	Angical	7,7	9502116634846B	-12,012259	-44,453385
ANC0124	FAZENDA SÃO SEBASTIÃO	9501653750392	Angical	388,2	9501653750392C	-12,012289	-44,823256
ANC0125	FAZENDA VAZANTE	3010190060922	Angical	8,4	3010190060922	-12,012512	-44,696305
ANC0126	FAZENDA SÃO SEBASTIÃO PORTO RICO	9501653750473	Angical	200,5	9501653750473	-12,013388	-44,843272
ANC0127	FAZENDA ÁGUA VERMELHA	3010600021431	Angical	10,9	3010600021431B	-12,013741	-44,403693
ANC0128	FAZENDA PORTO RICO II	9501810371848	Angical	65,8	9501810371848	-12,016611	-44,847386
ANC0129	FAZENDA BOA SORTE	9999703940846	Angical	32,2	9999703940846	-12,017108	-44,395866
ANC0130	FAZENDA SÃO SEBASTIÃO	9500173648940	Angical	73,4	9500173648940	-12,018508	-44,848656
ANC0131	FAZENDA JACIARA	3010190039303	Angical	108,0	3010190039303	-12,018922	-44,720731
ANC0132	FAZENDA BAIXA DA MUTAMBA	9999389834971	Angical	59,7	9999389834971	-12,021123	-44,526782
ANC0133	FAZENDA SANTO ANTÔNIO	3010190026740	Angical	3545,8	3010190026740A	-12,022372	-44,884653
ANC0134	FAZENDA CORAÇÃO DE MARIA	3010190112230	Angical	53,1	3010190112230A	-12,023239	-44,481125
ANC0135	FAZENDA LEMBRANÇA	3010190108046	Angical	108,0	3010190108046	-12,023639	-44,553573
ANC0136	FAZENDA STELA MARIA	3010190041898	Angical	162,4	3010190041898	-12,026671	-44,715764
ANC0137	FAZENDA BAIXA DA AREIA	3010190000199	Angical	85,1	3010190000199A	-12,027212	-44,623474
ANC0138	FAZENDA CANABRAVA	3010190000601	Angical	93,0	3010190000601A	-12,028614	-44,590717
ANC0139	BAIXA DE AREIA DA FAZENDA BOM SUCESSO	9511023101405	Angical	39,2	9511023101405A	-12,028927	-44,618994
ANC0140	FAZENDA GROTA DO GATO	3010190093936	Angical	12,1	3010190093936	-12,029187	-44,647611
ANC0141	FAZENDA GAMELEIRA	3010190026821	Angical	100,5	3010190026821A	-12,029188	-44,827063
ANC0142	FAZENDA CORAÇÃO DE MARIA	3010190112230	Angical	1,0	3010190112230B	-12,029958	-44,478073
ANC0143	FAZENDA GAMELEIRA	3010190026821	Angical	100,9	3010190026821B	-12,031837	-44,821582
ANC0144	FAZENDA BARREIRO DE JOÃO MARTINS	9500922240146	Angical	25,8	9500922240146A	-12,032757	-44,664218
ANC0145	FAZENDA CAPIBARIBE	3010190071100	Angical	29,7	3010190071100A	-12,033757	-44,497390
ANC0146	FAZENDA VAZANTE	3010190064162	Angical	86,7	3010190064162	-12,034100	-44,689082
ANC0147	FAZENDA GENIPAPO	3010190070642	Angical	33,0	3010190070642A	-12,035256	-44,456047
ANC0148	FAZENDA GAMELEIRA	3010190026821	Angical	13,2	3010190026821C	-12,035610	-44,790580
ANC0149	FAZENDA GENIPAPO	3010190070642	Angical	61,8	3010190070642B	-12,035718	-44,450902
ANC0150	FAZENDA BAIXA DA AREIA	3010190000199	Angical	23,6	3010190000199B	-12,036644	-44,623594
ANC0151	FAZENDA CALDEIRÃO	9510561321605	Angical	126,7	9510561321605A	-12,037985	-44,678357
ANC0152	BAIXA DE AREIA DA FAZENDA BOM SUCESSO	9511023101405	Angical	47,2	9511023101405B	-12,038656	-44,620567
ANC0153	FAZENDA SERRA TALHADA	9501144329548	Angical	102,0	9501144329548	-12,038768	-44,595078
ANC0154	FAZENDA CANABRAVA	3010190000601	Angical	15,5	3010190000601B	-12,039994	-44,592811
ANC0155	FAZENDA GAMELEIRA	3010190026821	Angical	14,3	3010190026821D	-12,041579	-44,764875
ANC0156	FAZENDA ESTRELA	9999894580585	Angical	142,8	9999894580585	-12,041620	-44,685273
ANC0157	FAZENDA CALDEIRÃO	9510561321605	Angical	147,5	9510561321605B	-12,042613	-44,673114
ANC0158	FAZENDA BARREIRO DE DENTRO	9501735582145	Angical	75,7	9501735582145	-12,044816	-44,376180
ANC0159	FAZENDA BARREIRO DE JOÃO MARTINS	9500922240146	Angical	88,5	9500922240146B	-12,045745	-44,668712
ANC0160	FAZENDA VARGINHA DO JUNCO	9999624459083	Angical	69,2	9999624459083	-12,047693	-44,407320
ANC0161	FAZENDA SITIO SÃO FRANCISCO	9501813023760	Angical	32,7	9501813023760A	-12,048927	-44,689914
ANC0162	FAZENDA BOM SUCESSO	9511450481863	Angical	58,4	9511450481863A	-12,049327	-44,618640
ANC0163	FAZENDA PAU DO CARRO	3010190117207	Angical	57,4	3010190117207A	-12,049463	-44,613847
ANC0164	FAZENDA ALTOS VERDES	9511458177241	Angical	167,0	9511458177241	-12,049531	-44,359053
ANC0165	FAZENDA BAHIA	9510485740822	Angical	14,1	9510485740822	-12,049889	-44,486916
ANC0166	FAZENDA SITIO SÃO FRANCISCO	9501813023760	Angical	16,4	9501813023760B	-12,050333	-44,697844
ANC0167	FAZENDA PRIMAVERA	9500928720328	Angical	10,8	9500928720328A	-12,050395	-44,702579
ANC0168	FAZENDA PAU DO CARRO	9501810302790	Angical	18,8	9501810302790A	-12,050424	-44,610585
ANC0169	FAZENDA BOM SUCESSO	3010190121816	Angical	23,5	3010190121816	-12,051021	-44,630953
ANC0170	FAZENDA CATALÃO (GLEBA I)	3010190043670	Angical	29,4	3010190043670A	-12,053400	-44,723348
ANC0171	FAZENDA PRIMAVERA	9500928720328	Angical	72,7	9500928720328B	-12,053791	-44,711541
ANC0172	FAZENDA CAPIBARIBE	3010190071100	Angical	449,1	3010190071100B	-12,054180	-44,517789
ANC0173	FAZENDA BOM SUCESSO	9502204935384	Angical	3,4	9502204935384A	-12,054202	-44,631916
ANC0174	FAZENDA ALTAMIRA	3010190058197	Angical	283,1	3010190058197A	-12,054611	-44,426524
ANC0175	FAZENDA OURO BRANCO IV	9510729668193	Angical	6,0	9510729668193	-12,055084	-44,730364
ANC0176	FAZENDA SANTO ANTÔNIO	3010190028956	Angical	29,6	3010190028956	-12,055320	-44,462463
ANC0177	FAZENDA BOM SUCESSO	9511371607509	Angical	8,7	9511371607509	-12,055682	-44,637549
ANC0178	FAZENDA OURO BRANCO III	9510729660028	Angical	6,0	9510729660028	-12,055686	-44,730658
ANC0179	FAZENDA OURO BRANCO II	9510729772845	Angical	6,1	9510729772845	-12,055981	-44,731146
ANC0180	FAZENDA PAU DO CARRO	3010190117207	Angical	15,8	3010190117207B	-12,056551	-44,612989
ANC0181	FAZENDA BOM SUCESSO	9502204935384	Angical	5,2	9502204935384B	-12,056980	-44,633451
ANC0182	FAZENDA OURO BRANCO I	9510729658120	Angical	11,9	9510729658120	-12,056994	-44,731678
ANC0183	FAZENDA BOM SUCESSO	9511450481863	Angical	30,4	9511450481863B	-12,057674	-44,616415
ANC0184	FAZENDA PAU DO CARRO	9501810302790	Angical	12,5	9501810302790B	-12,057834	-44,610779
ANC0185	FAZENDA OURO BRANCO	9510729666140	Angical	12,0	9510729666140	-12,058206	-44,732714
ANC0186	FAZENDA GAMELEIRA	3010190026821	Angical	4324,8	3010190026821E	-12,060120	-44,787000
ANC0187	FAZENDA CAJUEIRO	9510561630403	Angical	9,1	9510561630403	-12,060420	-44,466553
ANC0188	FAZENDA NOVA ESPERANÇA	9502033329766	Angical	141,6	9502033329766	-12,061368	-44,367159
ANC0189	FAZENDA BARREIRO	3010190026406	Angical	2083,4	3010190026406	-12,061474	-44,745141
ANC0190	FAZENDA ALTAMIRA 2	3010190058197	Angical	30,6	3010190058197B	-12,061838	-44,431889
ANC0191	FAZENDA PONTA D ÁGUA	3010190001403	Angical	32,9	3010190001403A	-12,062701	-44,578896
ANC0192	FAZENDA CATALÃO (GLEBA I)	3010190043670	Angical	170,9	3010190043670B	-12,063430	-44,722107
ANC0193	FAZENDA PONTA D AGUA	9999708706175	Angical	535,5	9999708706175	-12,063576	-44,589870
ANC0194	FAZENDA PONTA D ÁGUA	3010190001403	Angical	16,7	3010190001403B	-12,063664	-44,577811
ANC0195	FAZENDA PONTA D ÁGUA	3010190001403	Angical	16,2	3010190001403C	-12,064307	-44,577034
ANC0196	FAZENDA CORCOVADO	3010190074982	Angical	478,6	3010190074982	-12,064560	-44,506475
ANC0197	FAZENDA BREJINHO	9511371772020	Angical	2113,0	9511371772020	-12,064987	-44,549370
ANC0198	FAZENDA CAEIRA	3010190033798	Angical	31,4	3010190033798A	-12,065764	-44,678124
ANC0199	FAZENDA BOM SUCESSO	9502204935384	Angical	45,6	9502204935384C	-12,066221	-44,632777
ANC0200	FAZENDA BOM SUCESSO (GLEBA 02)	3010190061147	Angical	88,2	3010190061147A	-12,068277	-44,643938
ANC0201	FAZENDA MATO FRIO	9999628942226	Angical	117,1	9999628942226	-12,068463	-44,434225
ANC0202	FAZENDA BOM SUCESSO (GLEBA 02)	3010190061147	Angical	20,5	3010190061147B	-12,068924	-44,641127
ANC0203	FAZENDA PLANALTO	3010190017326	Angical	355,8	3010190017326	-12,069356	-44,360728
ANC0204	FAZENDA CATALÃO	3010190043670	Angical	262,0	3010190043670C	-12,069988	-44,729812
ANC0205	FAZENDA BOCA DO MATO	3010190000431	Angical	51,3	3010190000431A	-12,070489	-44,568317
ANC0206	FAZENDA CAEIRA	3010190033798	Angical	4,4	3010190033798B	-12,071435	-44,684792
ANC0207	FAZENDA SÃO SEBASTIÃO	9500841668982	Angical	8,2	9500841668982	-12,072990	-44,448437
ANC0208	FAZENDA BOA ESPERANÇA	9500338965511	Angical	19,8	9500338965511A	-12,076762	-44,446461
ANC0209	FAZENDA BOCA DO MATO	3010190000431	Angical	27,1	3010190000431B	-12,077512	-44,573924
ANC0210	FAZENDA ALTO ALEGRE	3010190117541	Angical	135,0	3010190117541	-12,079511	-44,489607
ANC0211	FAZENDA BELVEDERE	9999620520861	Angical	69,1	9999620520861	-12,079890	-44,482161
ANC0212	FAZENDA ANGICAL	3010190064910	Angical	786,3	3010190064910	-12,080203	-44,505534
ANC0213	FAZENDA PINDAÍBA	3010199601608	Angical	197,6	3010199601608	-12,081811	-44,655456
ANC0214	FAZENDA PROGRESSO	3010190119080	Angical	444,5	3010190119080	-12,085699	-44,457714
ANC0215	FAZENDA PALMEIRA	3130170215712	Angical	102,6	3130170215712	-12,086447	-44,466658
ANC0216	FAZENDA DIAMANTE NEGRO II	9500338965511	Angical	76,6	9500338965511B	-12,086765	-44,446380
ANC0217	FAZENDA COITEZEIRO	3010190011808	Angical	32,5	3010190011808	-12,088277	-44,584122
ANC0218	FAZENDA IDALINA III	9500334482656	Angical	152,2	9500334482656A	-12,091948	-44,707764
ANC0219	FAZENDA TRÊS IRMÃS I E II	9999892883572	Angical	58,1	9999892883572A	-12,093254	-44,561873
ANC0220	FAZENDA MIRA LUA II	9500253584950	Angical	378,9	9500253584950	-12,094297	-44,474985
ANC0221	FAZENDA SÃO CRISTÓVÃO	9500506415611	Angical	111,8	9500506415611	-12,094716	-44,526999
ANC0222	FAZENDA CARAÚNA	9510132453218	Angical	29,9	9510132453218	-12,100209	-44,447230
ANC0223	FAZENDA PARÁ	9501222066010	Angical	95,6	9501222066010	-12,100611	-44,529272
ANC0224	FAZENDA MIRA LUA	3010190073234	Angical	579,8	3010190073234	-12,101938	-44,486574
ANC0225	FAZENDA BARRA DOS COCOS I	9510729655539	Angical	12,1	9510729655539	-12,102413	-44,653400
ANC0226	FAZENDA BARRA DOS COCOS	9510729664520	Angical	6,7	9510729664520	-12,102426	-44,654752
ANC0227	FAZENDA BARRA DOS COCOS III	9510729664600	Angical	3,4	9510729664600	-12,102727	-44,652147
ANC0228	FAZENDA BARRA DOS COCOS II	9510729775003	Angical	3,6	9510729775003	-12,102934	-44,652613
ANC0229	FAZENDA TRÊS IRMÃS I E II	9999892883572	Angical	104,8	9999892883572B	-12,104031	-44,539257
ANC0230	FAZENDA UNIÃO II	3010190009811	Angical	163,2	3010190009811	-12,106851	-44,543663
ANC0231	FAZENDA PRAZER (GLEBA I)	9501573342005	Angical	61,5	9501573342005	-12,107821	-44,581309
ANC0232	FAZENDA SÃO DOMINGOS	9511293446803	Angical	1986,0	9511293446803A	-12,109943	-44,740368
ANC0233	FAZENDA MIRA LUA I	9500253584608	Angical	580,0	9500253584608	-12,111663	-44,493703
ANC0234	FAZENDA NOSSA SENHORA APARECIDA II	9500418017207	Angical	456,6	9500418017207	-12,114539	-44,502522
ANC0235	FAZENDA SÃO DOMINGOS	9511293446803	Angical	746,3	9511293446803B	-12,118114	-44,720849
ANC0236	FAZENDA NOSSA SENHORA APARECIDA I	9500418016901	Angical	495,4	9500418016901	-12,120855	-44,507251
ANC0237	FAZENDA COPAS VERDES I	9500686484420	Angical	495,6	9500686484420	-12,128082	-44,512396
ANC0238	FAZENDA SÃO BASÍLIO E PACARÍ	9502031516453	Angical	170,4	9502031516453	-12,128847	-44,470039
ANC0239	FAZENDA COPAS VERDES II	9501306431732	Angical	502,2	9501306431732	-12,129201	-44,522719
ANC0240	FAZENDA VENTO LESTE II	9501812843437	Angical	509,2	9501812843437	-12,129818	-44,709795
ANC0241	SITIO ALTO VERDE	9511023745710	Angical	11,7	9511023745710C	-12,130394	-44,460041
ANC0242	FAZENDA FÊNIX	9500686480190	Angical	243,3	9500686480190A	-12,131712	-44,638050
ANC0243	SITIO CABICEIRA	9511023745710	Angical	6,6	9511023745710D	-12,131746	-44,461219
ANC0244	FAZENDA ALTO BONITO I	9501306432038	Angical	500,2	9501306432038	-12,134050	-44,533941
ANC0245	FAZENDA ÁGUA BOA	9501814970452	Angical	239,7	9501814970452	-12,141300	-44,693261
ANC0246	FAZENDA ALEGRE	9510646445109	Angical	289,7	9510646445109	-12,141400	-44,659908
ANC0247	FAZENDA ALTO BONITO II	9501306431490	Angical	438,0	9501306431490	-12,142624	-44,542887
ANC0248	FAZENDA FÊNIX	9500686480190	Angical	551,3	9500686480190B	-12,145125	-44,646842
ANC0249	FAZENDA FÊNIX	9500686480190	Angical	338,3	9500686480190C	-12,145628	-44,630070
ANC0250	FAZENDA AREAL I	3010190117037	Angical	619,1	3010190117037	-12,146804	-44,567915
ANC0251	GRANJA VS I	9500259643959	Angical	829,9	9500259643959A	-12,149974	-44,587900
