Código	Nome da Propriedade	Código SIGEF/SNCI	Município	Área_ha	Codigo Único	Lat	Lon
SDD0728	FAZENDA KURODA VI	9500845688210	São Desidério	179,2	9500845688210	-12,655794	-46,033647
SDD0729	FAZENDA PAGE SIKA	3011160161100	São Desidério	10112,8	3011160161100	-12,655903	-45,254702
SDD0730	FAZENDA ESTELA	9501733841003	São Desidério	38,3	9501733841003B	-12,655960	-44,691209
SDD0731	FAZENDA RIO BONITO I E II	9500335914320	São Desidério	382,0	9500335914320A	-12,655992	-45,836905
SDD0732	FAZENDA MAX	9500687670421	São Desidério	155,4	9500687670421C	-12,656538	-45,577623
SDD0733	FAZENDA ESTRELA II	9502032022667	São Desidério	219,4	9502032022667	-12,656733	-44,726492
SDD0734	FAZENDA ALMAS	3011160102279	São Desidério	804,4	3011160102279	-12,656767	-45,096391
SDD0735	FAZENDA STEFANIA  II E OUTRAS	3011160233705	São Desidério	1643,4	3011160233705	-12,656831	-46,046871
SDD0736	FAZENDA DIAMANTINA LOTE 28-E	9501223025708	São Desidério	237,1	9501223025708	-12,657007	-46,152286
SDD0737	FAZENDA SÃO MARCO	3011160327270	São Desidério	369,7	3011160327270A	-12,657333	-45,425722
SDD0738	FAZENDA CAMPO GRANDE	9500259375415	São Desidério	706,6	9500259375415B	-12,657345	-45,539266
SDD0739	FAZENDA SÃO ROQUE I	9500687670421	São Desidério	78,9	9500687670421D	-12,658342	-45,584322
SDD0740	FAZENDA DIAMANTINA LOTE 28-C	9510218763724	São Desidério	162,3	9510218763724	-12,658350	-46,155802
SDD0741	FAZENDA DIVINA TRINDADE	9500415995739	São Desidério	249,9	9500415995739A	-12,658615	-44,747429
SDD0742	FAZENDA ESPERANÇA	9501305554016	São Desidério	745,9	9501305554016	-12,658910	-45,315147
SDD0743	FAZENDA OURO MINAS	9500175980119	São Desidério	17,8	9500175980119A	-12,659116	-44,860486
SDD0744	FAZENDA DIAMANTINA XIII	9500689606160	São Desidério	139,2	9500689606160	-12,659914	-46,241933
SDD0745	FAZENDA DIAMANTINA LOTE 28	9501223032836	São Desidério	316,1	9501223032836	-12,660166	-46,159926
SDD0746	FAZENDA ALABAMA VII	9502111536218	São Desidério	232,7	9502111536218	-12,660803	-44,725407
SDD0747	FAZENDA ARIANA E BURITI	3011160193053	São Desidério	1171,5	3011160193053	-12,661215	-44,833122
SDD0748	FAZENDA FREIRE XVI - GLEBA 01	0000430825623	São Desidério	1170,3	0000430825623A	-12,661277	-45,869427
SDD0749	FAZENDA ARAPONGAS	9500259376659	São Desidério	676,7	9500259376659B	-12,662098	-45,550300
SDD0750	FAZENDA DIAMANTINA IV	9999115726404	São Desidério	334,9	9999115726404	-12,662558	-46,061578
SDD0751	FAZENDA LAGOA GRANDE II	0000436930739	São Desidério	428,5	0000436930739A	-12,662680	-44,690680
SDD0752	FAZENDA PALESTRA III	9500175979374	São Desidério	300,8	9500175979374	-12,662824	-45,588325
SDD0753	FAZENDA FREIRE XXXII	9500766271869	São Desidério	1266,0	9500766271869A	-12,663259	-45,890188
SDD0754	FAZENDA ABAPA	9999035768408	São Desidério	25,0	9999035768408	-12,663693	-45,921375
SDD0755	FAZENDA DIAMANTINA III-A	9999114562920	São Desidério	114,1	9999114562920	-12,663925	-46,064945
SDD0756	FAZENDA RIO BONITO I E II	9500335914320	São Desidério	743,1	9500335914320B	-12,664138	-45,851534
SDD0757	FAZENDA IVAI E FAZENDA PALMARES	9500767491846	São Desidério	2027,0	9500767491846	-12,664255	-45,755959
SDD0758	FAZENDA MANGABEIRA I  ÁREA REMANESCENTE	9500766271869	São Desidério	1394,1	9500766271869B	-12,664456	-45,912328
SDD0759	FAZENDA DIAMANTINA III-B	9999114554235	São Desidério	113,3	9999114554235	-12,664623	-46,066656
SDD0760	FAZENDA ALABAMA VIII	9502111661896	São Desidério	232,5	9502111661896	-12,665248	-44,724501
SDD0761	FAZENDA DIAMANTINA III-C	9999114559202	São Desidério	114,3	9999114559202	-12,665402	-46,068385
SDD0762	FAZENDA PALESTRA II	9500339851803	São Desidério	302,4	9500339851803	-12,665474	-45,592789
SDD0763	FAZENDA DIAMANTINA XV	9999115737953	São Desidério	747,4	9999115737953	-12,666682	-46,074638
SDD0764	FAZENDA NSA APARECIDA E NSA APARECIDA I	3011160316236	São Desidério	536,0	3011160316236	-12,666861	-46,169345
SDD0765	FAZENDA NELORE	3011160151482	São Desidério	598,4	3011160151482	-12,666948	-44,818409
SDD0766	FAZENDA PUXIRÃO	9501653745127	São Desidério	493,7	9501653745127	-12,667829	-45,375439
SDD0767	FAZENDA LAGOA GRANDE	0000436930739	São Desidério	866,0	0000436930739B	-12,668095	-44,689745
SDD0768	FAZENDA RICARDI	3150870197040	São Desidério	497,6	3150870197040	-12,668350	-46,179645
SDD0769	FAZENDA PALESTRA I	9500175978483	São Desidério	401,9	9500175978483	-12,668514	-45,598068
SDD0770	FAZENDA OURO MINAS	9500175980119	São Desidério	33,4	9500175980119B	-12,670130	-44,858373
SDD0771	FAZENDA NOVO HORIZONTE	3011160321663	São Desidério	990,4	3011160321663	-12,670997	-45,401674
SDD0772	FAZENDA TRÊS LAGOAS	0000199253905	São Desidério	358,6	0000199253905A	-12,671269	-44,724629
SDD0773	FAZENDA MANGABA	3011160327351	São Desidério	673,7	3011160327351	-12,671480	-46,261577
SDD0774	FAZENDA IRMÃOS KURODA II	9500259645579	São Desidério	499,2	9500259645579	-12,671928	-46,188342
SDD0775	FAZENDA FRIZON III	0000512492541	São Desidério	85,7	0000512492541A	-12,672045	-45,646072
SDD0776	FAZENDA NOVA ESPERANÇA XXI	9500336093827	São Desidério	237,1	9500336093827A	-12,672498	-45,454396
SDD0777	FAZENDA LAGOA GRANDE I	0000436930739	São Desidério	437,6	0000436930739C	-12,673396	-44,688829
SDD0778	FAZENDA TRÊS LAGOAS	0000199253905	São Desidério	119,4	0000199253905B	-12,674871	-44,720186
SDD0779	FAZENDA FRIZON I	0000512493190	São Desidério	98,8	0000512493190A	-12,675943	-45,656245
SDD0780	FAZENDA NOSSA SENHORA APARECIDA III	9500256274537	São Desidério	311,5	9500256274537	-12,676012	-45,598751
SDD0781	FAZENDA IRMAOS ORITA	3011160301638	São Desidério	1451,8	3011160301638	-12,676779	-46,094643
SDD0782	FAZENDA GALHEIRÃO	9999703747841	São Desidério	866,7	9999703747841B	-12,676807	-45,387073
SDD0783	FAZENDA NOVA ESPERANÇA XX	9500336092421	São Desidério	379,3	9500336092421	-12,676846	-45,458324
SDD0784	FAZENDA ALABAMA II	9500415995739	São Desidério	505,6	9500415995739B	-12,677077	-44,741612
SDD0785	FAZENDA UBIRATA	3010350175748	São Desidério	996,0	3010350175748	-12,677334	-46,201371
SDD0786	FAZENDA TRÊS LAGOAS	0000199253905	São Desidério	119,8	0000199253905C	-12,677462	-44,718849
SDD0787	FAZENDA OURO MINAS	9500175980119	São Desidério	2478,7	9500175980119C	-12,677765	-44,896029
SDD0788	FAZENDA NOVA ESPERANÇA XIX	9500336092340	São Desidério	688,5	9500336092340	-12,677947	-45,469935
SDD0789	FAZENDA GALDINO	9510640324253	São Desidério	12923,4	9510640324253	-12,678480	-45,022230
SDD0790	FAZENDA PIRATINI I E II	3011160203466	São Desidério	1669,2	3011160203466	-12,678481	-45,777032
SDD0791	FAZENDA BABILONIA	3040260360640	São Desidério	160,5	3040260360640	-12,678507	-44,941158
SDD0792	FAZENDA NOSSA SENHORA APARECIDA II	9500257007460	São Desidério	343,4	9500257007460	-12,679059	-45,601917
SDD0793	FAZENDA BADO	9500768181786	São Desidério	521,8	9500768181786	-12,679086	-45,572952
SDD0794	FAZENDA GUADAGNIN	3011160122890	São Desidério	1423,2	3011160122890	-12,679262	-44,637153
SDD0795	FAZENDA STRACCI IV-B	9500762101705	São Desidério	493,6	9500762101705	-12,680278	-46,246194
SDD0796	FAZENDA TRÊS LAGOAS	0000199253905	São Desidério	119,3	0000199253905D	-12,680344	-44,716864
SDD0797	FAZENDA VALE VERDE I	0000512492037	São Desidério	347,3	0000512492037A	-12,680695	-45,667412
SDD0798	FAZENDA NOSSA SENHORA APARECIDA I	9500256274880	São Desidério	362,2	9500256274880	-12,680862	-45,606583
SDD0799	FAZENDA IRMÃOS CARVALHO	3011160140790	São Desidério	23,7	3011160140790A	-12,680956	-44,856339
SDD0800	FAZENDA REMANSO GRANDE I	9511022054519	São Desidério	326,3	9511022054519	-12,682843	-45,157872
SDD0801	FAZENDA SANTA AMELIA V	9500339863992	São Desidério	623,1	9500339863992	-12,683253	-45,991075
SDD0802	FAZENDA NOVA ESPERANÇA XVIII  GLEBA I	9500336092260	São Desidério	302,1	9500336092260	-12,683861	-45,486306
SDD0803	FAZENDA FREIRE XVI	0000430825623	São Desidério	23,9	0000430825623B	-12,684146	-45,864115
SDD0804	FAZENDA ALAZÃO	2292960342079	São Desidério	500,3	2292960342079	-12,684399	-44,666636
SDD0805	FAZENDA CAIÇARA	0000600420488	São Desidério	996,8	0000600420488	-12,684566	-46,218758
SDD0806	FAZENDA FRIZON IV	0000512492622	São Desidério	1357,1	0000512492622	-12,685516	-45,617955
SDD0807	FAZENDA BURITI	3011160108471	São Desidério	718,5	3011160108471D	-12,685710	-44,620401
SDD0808	FAZENDA ESPERANÇA	9501305554105	São Desidério	2194,8	9501305554105	-12,685994	-45,294743
SDD0809	FAZENDA NOVA ESPERANÇA XVII  GLEBA II	9500336092189	São Desidério	233,5	9500336092189A	-12,686234	-45,490515
SDD0810	FAZENDA MACHADO E OUTRA	3011160177368	São Desidério	727,6	3011160177368	-12,686363	-44,654520
SDD0811	FAZENDA FREIRE XVI	0000430825623	São Desidério	9,0	0000430825623C	-12,686577	-45,863806
SDD0812	FAZENDA SANTA LÚCIA	9501654961117	São Desidério	135,6	9501654961117	-12,686722	-44,662306
SDD0813	FAZENDA FREIRE XXXII	9500766271869	São Desidério	10,3	9500766271869C	-12,686964	-45,871483
SDD0814	FAZENDA DIAMANTINA II - LOTE 22	3011160299803	São Desidério	400,6	3011160299803A	-12,687094	-46,110878
SDD0815	FAZENDA ABAPA  RESERVA	9999035767193	São Desidério	6,3	9999035767193	-12,687421	-45,890685
SDD0816	FAZENDA SANTA AMELIA III	9500339863305	São Desidério	632,9	9500339863305	-12,688114	-46,003403
SDD0817	FAZENDA SÃO PEDRO	3132201026959	São Desidério	206,3	3132201026959	-12,688128	-44,934336
SDD0818	FAZENDA FREIRE XXXII	9500766271869	São Desidério	10,0	9500766271869D	-12,688163	-45,870073
SDD0819	FAZENDA CÉU AZUL	7171930063864	São Desidério	1890,0	7171930063864	-12,688340	-45,427913
SDD0820	FAZENDA VALE VERDE II	0000512492037	São Desidério	443,6	0000512492037B	-12,689297	-45,686825
SDD0821	FAZENDA NOVA ESPERANÇA XVII  GLEBA I	9500336092189	São Desidério	654,3	9500336092189B	-12,689580	-45,498018
SDD0822	FAZENDA FREIRE XXXII	9500766271869	São Desidério	24,3	9500766271869E	-12,689852	-45,881594
SDD0823	FAZENDA DIAMANTINA - LOTE 22	3011160299803	São Desidério	420,6	3011160299803B	-12,690106	-46,118242
SDD0824	FAZENDA CANAÃ	9510648017392	São Desidério	1,2	9510648017392A	-12,690668	-45,828095
SDD0825	FAZENDA DALBOSCO	0000512493785	São Desidério	148,3	0000512493785A	-12,690712	-45,906253
SDD0826	FAZ SANTA MARTA E OUTRAS	9501302487709	São Desidério	380,9	9501302487709A	-12,690783	-44,716775
SDD0827	FAZENDA FRIZON II	9501305996701	São Desidério	374,0	9501305996701	-12,691265	-45,635465
SDD0828	FAZENDA CAPITÃO ANTUNES II	0000512493785	São Desidério	199,6	0000512493785B	-12,692057	-45,922630
SDD0829	FAZENDA MAURI	3011160328323	São Desidério	497,4	3011160328323	-12,692272	-45,437590
SDD0830	FAZENDA RESERVA ECOLÓGICA VI	9500767238601	São Desidério	504,0	9500767238601	-12,692424	-45,403097
SDD0831	FAZENDA UNIÃO	0000191809807	São Desidério	985,5	0000191809807	-12,692457	-44,686510
SDD0832	FAZENDA MOSQUITO	9501222745006	São Desidério	36,2	9501222745006A	-12,693057	-45,851750
SDD0833	FAZENDA MOSQUITO	9501222745006	São Desidério	102,9	9501222745006B	-12,693347	-45,863478
SDD0834	FAZENDA STRACCI IV - A	9500337317818	São Desidério	493,4	9500337317818	-12,693673	-46,240462
SDD0835	FAZENDA MOSQUITO	9501222745006	São Desidério	30,6	9501222745006C	-12,694046	-45,857241
SDD0836	FAZENDA JANDRIAN I	9999890361293	São Desidério	226,1	9999890361293	-12,694291	-45,700457
SDD0837	FAZENDA CANAÃ	9510648017392	São Desidério	4,7	9510648017392B	-12,694688	-45,823549
SDD0838	FAZENDA FRIZON III	0000512492541	São Desidério	286,0	0000512492541B	-12,694838	-45,625425
SDD0839	FAZENDA IRMÃOS CARVALHO	3011160140790	São Desidério	259,7	3011160140790B	-12,695054	-44,879089
SDD0840	FAZENDA VALE VERDE - LOTE 22-A	3011160309701	São Desidério	1001,3	3011160309701	-12,695332	-46,130996
SDD0841	FAZENDA FRIZON I	0000512493190	São Desidério	250,9	0000512493190B	-12,696731	-45,637341
SDD0842	FAZENDA NSA. SRA. DE FÁTIMA  I	9500259647350	São Desidério	466,8	9500259647350	-12,697113	-45,710808
SDD0843	FAZENDA BARRA	7120350195506	São Desidério	1605,3	7120350195506	-12,697494	-44,951843
SDD0844	FAZENDA CAMPO GRANDE II E OUTRA	9501732495055	São Desidério	1660,1	9501732495055	-12,698186	-45,775744
SDD0845	FAZENDA SANTA MARTA	9501302487709	São Desidério	879,0	9501302487709B	-12,698264	-44,716244
SDD0846	FAZENDA TOCHETTO	9501812470738	São Desidério	200,2	9501812470738	-12,698440	-44,929276
SDD0847	FAZENDA PORTO DAS GARÇAS	3011160310971	São Desidério	3042,4	3011160310971	-12,698479	-45,312207
SDD0848	FAZENDA  NOVO HORIZONTE	3010510042782	São Desidério	4735,9	3010510042782	-12,699334	-44,780309
SDD0849	FAZENDA DISMATEL	9999119315433	São Desidério	1089,4	9999119315433	-12,699977	-45,070712
SDD0850	FAZENDA NOSSA SENHORA DE FÁTIMA	3063631039505	São Desidério	1005,9	3063631039505	-12,700118	-45,509996
SDD0851	FAZENDA VÁRZEA GRANDE	9500682079180	São Desidério	1777,8	9500682079180	-12,700140	-45,036495
SDD0852	FAZENDA RODA VELHA DE BAIXO	9510997725930	São Desidério	20,2	9510997725930	-12,700164	-45,825519
SDD0853	FAZENDA SOSSEGO	9500413936220	São Desidério	254,3	9500413936220	-12,700225	-45,888230
SDD0854	FAZENDA SÃO MARCO	3011160327270	São Desidério	627,0	3011160327270B	-12,700614	-45,409211
SDD0855	FAZ SANTA MARTA E OUTRAS	9501302487709	São Desidério	257,5	9501302487709C	-12,700624	-44,716441
SDD0856	FAZENDA SEIBEL	3011160321906	São Desidério	330,7	3011160321906A	-12,701048	-45,641171
SDD0857	FAZENDA DOIS IRMÃOS II	9500413795490	São Desidério	167,6	9500413795490A	-12,701360	-44,673931
SDD0858	FAZENDA NSA. SRA. DE FÁTIMA  IV	518871455	São Desidério	481,2	518871455	-12,702044	-45,720888
SDD0859	FAZENDA NOVA ESPERANÇA XIV	9500336094203	São Desidério	102,1	9500336094203A	-12,702643	-45,458238
SDD0860	FAZENDA ANA TERRA I e II	9500178297657	São Desidério	1560,9	9500178297657	-12,702839	-46,269087
SDD0861	FAZENDA SEIBEL	3011160321906	São Desidério	330,6	3011160321906B	-12,703498	-45,647034
SDD0862	FAZENDA CAPITÃO ANTUNES I	0000512493785	São Desidério	551,3	0000512493785C	-12,703562	-45,916384
SDD0863	FAZENDA CAJILA	9500256473904	São Desidério	429,1	9500256473904	-12,703766	-46,049282
SDD0864	FAZENDA FURQUILHA	9500928827041	São Desidério	568,5	9500928827041A	-12,704828	-44,881338
SDD0865	FAZENDA NOSSA SENHORA DE FÁTIMA	9500337052849	São Desidério	225,4	9500337052849	-12,704880	-45,900132
SDD0866	FAZENDA IRMÃOS FIGUEIRA IV	9999200327519	São Desidério	37,9	9999200327519A	-12,705082	-45,821271
SDD0867	FAZENDA SIRIEMA	9500336106821	São Desidério	1023,7	9500336106821	-12,706650	-45,524190
SDD0868	FAZENDA TOCHETTO II	9501812470657	São Desidério	150,6	9501812470657	-12,706996	-44,924146
SDD0869	FAZENDA STRACCI IV	9500331689209	São Desidério	494,2	9500331689209	-12,707048	-46,234658
SDD0870	ESTÂNCIA FARRAPOS I	9501906331006	São Desidério	490,4	9501906331006	-12,707454	-45,729735
SDD0871	FAZ SANTA MARTA E OUTRAS	9501302487709	São Desidério	240,6	9501302487709D	-12,707588	-44,715194
SDD0872	FAZENDA MIUDA	9500256474030	São Desidério	430,6	9500256474030	-12,707793	-46,059244
SDD0873	FAZENDA PAJUSSARA	9501301652390	São Desidério	74,0	9501301652390A	-12,707888	-45,370262
SDD0874	FAZENDA IRMÃOS FIGUEIRA IV	9999200327519	São Desidério	15,7	9999200327519B	-12,708087	-45,836223
SDD0875	FAZENDA AURORA	3011160223220	São Desidério	2495,5	3011160223220	-12,708265	-46,162378
SDD0876	FAZENDA SEIBEL	3011160321906	São Desidério	330,7	3011160321906C	-12,709041	-45,649345
SDD0877	FAZENDA CAMPO GRANDE	3011160205086	São Desidério	44,4	3011160205086A	-12,709372	-44,686240
SDD0878	FAZENDA OURO BRANCO	0000359493029	São Desidério	3609,6	0000359493029	-12,709723	-45,157537
SDD0879	FAZENDA ALTANEIRA III	9999464909036	São Desidério	157,4	9999464909036	-12,709849	-45,361335
SDD0880	FAZENDA CAMPO GRANDE	3040501066233	São Desidério	103,0	3040501066233A	-12,709851	-44,691895
SDD0881	FAZENDA VEREDAS III	3050220628475	São Desidério	1079,5	3050220628475	-12,709899	-45,468074
SDD0882	FAZENDA NOVA ESPERANÇA XIII	9500336094122	São Desidério	44,3	9500336094122A	-12,710302	-45,474409
SDD0883	FAZENDA CAMPOS VERDES I	9501732486811	São Desidério	440,9	9501732486811	-12,710425	-45,657258
SDD0884	FAZENDA BREJEIRA E OUTRAS	3011160321582	São Desidério	1211,7	3011160321582	-12,710524	-45,439563
SDD0885	FAZENDA LOTE RURAL 18-B	3011160348944	São Desidério	404,0	3011160348944	-12,710955	-46,068739
SDD0886	FAZENDA NOVA ESPERANÇA XII	9500336094041	São Desidério	66,8	9500336094041A	-12,711711	-45,478862
SDD0887	FAZENDA NOVO HORIZONTE III	9501305547745	São Desidério	125,1	9501305547745A	-12,711813	-44,844940
SDD0888	FAZENDA ALVORADA	9500336104020	São Desidério	500,4	9500336104020A	-12,711951	-45,535148
SDD0889	FAZENDA SÃO SEBASTIÃO	9500175979960	São Desidério	77,0	9500175979960A	-12,712459	-44,919569
SDD0890	FAZENDA VILA VELHA	3011160151644	São Desidério	1190,4	3011160151644	-12,712531	-45,947420
SDD0891	FAZENDA NIQUE	9501734194435	São Desidério	64,7	9501734194435A	-12,712785	-44,910266
SDD0892	FAZENDA CAMPO GRANDE I E OUTRA	3011160233292	São Desidério	1470,6	3011160233292	-12,712962	-45,786811
SDD0893	FAZENDA LOTE RURAL 19B	0000516390875	São Desidério	247,9	0000516390875	-12,713282	-46,076497
SDD0894	FAZENDA CAMPOS VERDE II	9501656756014	São Desidério	440,3	9501656756014	-12,713597	-45,664653
SDD0895	FAZENDA IRMÃOS SANDRI	3011160169853	São Desidério	120,2	3011160169853A	-12,714259	-44,905427
SDD0896	FAZENDA BOA SORTE	9500337801205	São Desidério	252,6	9500337801205	-12,714303	-44,649150
SDD0897	FAZENDA NOVA ESPERANÇA XII  GLEBA III	9500336094041	São Desidério	127,8	9500336094041B	-12,714397	-45,486105
SDD0898	FAZENDA FRIZON I	0000512493190	São Desidério	36,2	0000512493190C	-12,714737	-45,621530
SDD0899	FAZENDA PORTO DO CERRADO	3011160311005	São Desidério	3023,1	3011160311005	-12,714921	-45,330460
SDD0900	FAZENDA ALVORADA	9500336104020	São Desidério	519,8	9500336104020B	-12,715015	-45,542847
SDD0901	FAZENDA SANTO INÁCIO A	9501651556165	São Desidério	180,8	9501651556165	-12,715113	-46,081832
SDD0902	FAZENDA IRMÃOS FIGUEIRA IV	9999200327519	São Desidério	609,1	9999200327519C	-12,715459	-45,814549
SDD0903	FAZENDA NIQUE V	9501653914255	São Desidério	242,9	9501653914255	-12,715611	-44,883640
SDD0904	FAZENDA SANTO INACIO	0000512475612	São Desidério	190,7	0000512475612	-12,716736	-46,086487
SDD0905	FAZENDA BIRCK II	9501731849007	São Desidério	445,5	9501731849007	-12,717099	-45,672527
SDD0906	FAZENDA ALVORADA	9500336104020	São Desidério	500,2	9500336104020C	-12,717848	-45,550553
SDD0907	FAZENDA DOIS IRMÃOS II	9500413795490	São Desidério	13,1	9500413795490B	-12,717975	-44,675060
SDD0908	FAZENDA ALTANEIRA II	9999464900918	São Desidério	114,2	9999464900918	-12,718900	-45,353035
SDD0909	FAZENDA FLOR DE LIZ	9501301652471	São Desidério	231,8	9501301652471A	-12,719648	-45,368092
SDD0910	FAZENDA PROGRESSO	9501570787782	São Desidério	288,3	9501570787782	-12,719758	-44,880289
SDD0911	FAZENDA NOVO HORIZONTE III	9501305547745	São Desidério	599,7	9501305547745B	-12,719798	-44,837435
SDD0912	FAZENDA CAMPO GRANDE	3040501066233	São Desidério	8,0	3040501066233B	-12,720064	-44,689489
SDD0913	FAZENDA IMBAU	3011160209154	São Desidério	517,1	3011160209154	-12,720102	-46,095597
SDD0914	FAZENDA ALVORADA	9500336104020	São Desidério	507,7	9500336104020D	-12,720356	-45,558168
SDD0915	FAZENDA CAMPO GRANDE	3011160205086	São Desidério	16,7	3011160205086B	-12,720490	-44,684307
SDD0916	FAZENDA STRACCI II	2291210542088	São Desidério	833,3	2291210542088	-12,720610	-46,192254
SDD0917	FAZENDA COLORADO	9501810436800	São Desidério	275,0	9501810436800	-12,720808	-45,678536
SDD0918	FAZENDA JR	9500763681560	São Desidério	656,4	9500763681560	-12,721446	-45,965892
SDD0919	FAZENDA SÃO SEBASTIÃO- GLEBA 01	9500175979960	São Desidério	173,9	9500175979960B	-12,721520	-44,935114
SDD0920	FAZENDA SANTA BÁRBARA E OUTRA	3011160105960	São Desidério	359,8	3011160105960	-12,721643	-44,631647
SDD0921	FAZENDA CAMPO GRANDE	3010510035492	São Desidério	930,5	3010510035492A	-12,722271	-44,733981
SDD0922	FAZENDA VIDEIRA	3011160226326	São Desidério	1296,4	3011160226326A	-12,722818	-45,914260
SDD0923	FAZENDA SANTO INACIO III	3011160306788	São Desidério	435,9	3011160306788	-12,722874	-46,108025
SDD0924	FAZENDA ALVORADA II	3011160323950	São Desidério	250,1	3011160323950	-12,722889	-45,990853
SDD0925	FAZENDA LOTE 07	9511537185055	São Desidério	250,9	9511537185055	-12,722971	-45,171011
SDD0926	FAZENDA NHOSO II	9502033504436	São Desidério	411,4	9502033504436	-12,723015	-45,815714
SDD0927	FAZENDA NIQUE	9501734194435	São Desidério	97,8	9501734194435B	-12,724594	-44,926801
SDD0928	FAZENDA BOA VISTA	9999467208446	São Desidério	32,3	9999467208446A	-12,724774	-44,718821
SDD0929	FAZENDA GRANDE LESTE I	0000606197365	São Desidério	1086,1	0000606197365	-12,725586	-45,196164
SDD0930	FAZENDA NSA. SRA. DE FÁTIMA II	0000512529640	São Desidério	536,2	0000512529640	-12,725707	-45,684866
SDD0931	FAZENDA TERRA NOVA	9500259646460	São Desidério	995,3	9500259646460	-12,725888	-45,569096
SDD0932	FAZENDA LUCIANA	9501301652048	São Desidério	230,9	9501301652048A	-12,726449	-45,377022
SDD0933	FAZENDA GRANDE LESTE III	0000606197870	São Desidério	1017,2	0000606197870	-12,726653	-45,209606
SDD0934	FAZENDA ALTANEIRA I	9999464891900	São Desidério	126,2	9999464891900	-12,726788	-45,345970
SDD0935	FAZENDA STRACCI	9500331688903	São Desidério	831,7	9500331688903	-12,726798	-46,207180
SDD0936	FAZENDA IRMÃOS SANDRI	3011160169853	São Desidério	178,0	3011160169853B	-12,727345	-44,922244
SDD0937	FAZENDA SANTO INACIO II	9500413929526	São Desidério	456,3	9500413929526	-12,728302	-46,120300
SDD0938	FAZENDA LOTE 01	9511537179080	São Desidério	250,4	9511537179080	-12,728745	-45,170129
SDD0939	FAZENDA NHOSO VI	3011160224897	São Desidério	676,0	3011160224897	-12,729208	-45,821703
SDD0940	FAZENDA HALINA E OUTRAS	2292960588159	São Desidério	102,4	2292960588159A	-12,730106	-44,980416
SDD0941	FAZENDA LOTE 2-C	9500334450886	São Desidério	432,4	9500334450886	-12,730256	-45,720188
SDD0942	FAZENDA COQUEIRO	9511296950847	São Desidério	152,1	9511296950847A	-12,730424	-44,768694
SDD0943	FAZENDA GRANDE LESTE V	0000606204400	São Desidério	1006,5	0000606204400	-12,730708	-45,221451
SDD0944	FAZENDA NOSSA SENHORA DE FÁTIMA I	9500336482564	São Desidério	493,7	9500336482564	-12,730811	-45,861863
SDD0945	FAZENDA NOVA ESPERANÇA XIV	9500336094203	São Desidério	753,6	9500336094203B	-12,731699	-45,447136
SDD0946	FAZENDA NSA. SRA. DE FÁTIMA III	9510802209496	São Desidério	520,5	9510802209496	-12,731889	-45,693209
SDD0947	FAZENDA CAMPINA	3062070501216	São Desidério	1014,1	3062070501216	-12,731893	-45,584647
SDD0948	FAZENDA MACAJUBA	3011160074208	São Desidério	647,1	3011160074208A	-12,731979	-44,792870
SDD0949	FAZENDA BOM JESUS II	9501141031289	São Desidério	233,9	9501141031289	-12,732071	-45,378947
SDD0950	FAZENDA SANTA BÁRBARA III	9500411668393	São Desidério	523,5	9500411668393A	-12,732468	-46,137290
SDD0951	FAZENDA STRACCI I	9500178297304	São Desidério	833,4	9500178297304	-12,732956	-46,222097
SDD0952	FAZENDA PAJUSSARA	9501301652390	São Desidério	293,7	9501301652390B	-12,733988	-45,363417
SDD0953	FAZENDA SÃO SEBASTIÃO- GLEBA 01	9500175979960	São Desidério	268,3	9500175979960C	-12,734083	-44,956107
SDD0954	FAZENDA LOTE 2-B	9500334451505	São Desidério	430,0	9500334451505	-12,734512	-45,724609
SDD0955	FAZENDA ESMERALDA V	9500685125590	São Desidério	152,1	9500685125590A	-12,734800	-45,339306
SDD0956	FAZENDA BOM JESUS I	9510306634764	São Desidério	335,3	9510306634764	-12,734801	-45,383440
SDD0957	FAZANDA FURQUILHA	9501900183846	São Desidério	775,5	9501900183846A	-12,735287	-44,906817
SDD0958	FAZENDA GRANDE LESTE IV	0000606197950	São Desidério	1006,4	0000606197950	-12,735757	-45,233190
SDD0959	FAZENDA NOVA ESPERANÇA XII	9500336094041	São Desidério	294,8	9500336094041C	-12,736151	-45,469821
SDD0960	FAZENDA VIDEIRA	3011160226326	São Desidério	918,0	3011160226326B	-12,736705	-45,879128
SDD0961	FAZENDA TRÊS PINHEIROS V	9501122081086	São Desidério	103,5	9501122081086	-12,736731	-45,697147
SDD0962	FAZENDA BOA VISTA	9999467208446	São Desidério	236,4	9999467208446B	-12,736932	-44,721867
SDD0963	FAZENDA SÃO JOSÉ	9999207328006	São Desidério	18,7	9999207328006A	-12,737115	-44,825527
SDD0964	FAZENDA SANTA MÔNICA	9501905319444	São Desidério	69,3	9501905319444	-12,737185	-44,842423
SDD0965	FAZENDA AGROPECUARIA BAHIA OESTE	3062070501488	São Desidério	1018,9	3062070501488	-12,737277	-45,600216
SDD0966	FAZENDA TARUMÃ - GLEBA  01	9500177666667	São Desidério	334,5	9500177666667A	-12,737339	-45,824149
SDD0967	FAZENDA CAMPO GRANDE	3010510035492	São Desidério	241,2	3010510035492B	-12,737374	-44,742781
SDD0968	FAZENDA NOVA ESPERANÇA XIII	9500336094122	São Desidério	274,4	9500336094122B	-12,737535	-45,463581
